timestamp,language,question,answer
2026-01-24T17:28:48.869218,hi,न्यूरोलॉजी विभाग इक्कड़ूंदी,"विभाग का नाम यूरोलॉजी, डॉक्टर का नाम Dr. Ch. Ram Reddy, और पता 6वीं मंजिल, कमरा 609, 611 है।"
2026-01-24T17:32:31.447685,te,నాకు తలనొప్పిగా ఉంది నేను ఏ విభాగానికి సంప్రదింపు,సమాచారం నా దగ్గర లేదు.
2026-01-24T17:32:58.995183,te,నాకు తలనొప్పిగా ఉంది నేను ఏ విభాగానికి వెళ్లాలి,సమాచారం నా దగ్గర లేదు.
2026-01-24T17:41:17.143564,en,i have a headache which department should i consult to,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T17:41:46.297964,en,lal kila kullu kannada i have liver problems which department should i consult two,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
2026-01-24T17:42:51.339779,en,tempo ka temperature kitna hai can you tell me where is neurology department,I do not have that information.
2026-01-24T17:43:17.962676,en,10 second tak play karo usse 15 second,I do not have that information.
2026-01-24T17:43:35.317550,en,i have an headache where should i go,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T17:44:08.950357,en,i have no information karke aaega cardiology department,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T17:44:29.597889,te,నాకు తలనొప్పిగా ఉంది,సమాచారం నా దగ్గర లేదు.
2026-01-24T18:00:17.011270,en,i have headache,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T18:00:37.869220,en,for liver related problems which department should i consult to,I do not have that information.
2026-01-24T18:02:21.486285,en,ola model bihar guide to reply kya deploy karne ke bad usko graph api mila access karne ke liye istemal karna aur ham log jitna bhi queries jo bhi element,I do not have that information.
2026-01-24T18:02:34.284033,en,i have liver problems,"The department name is Medical Gastroenterology, the doctor's name is Dr. Y. Satyanarayana Raju, and the address is 5th floor, room 502."
2026-01-24T18:02:53.851707,en,i have chest pain,"I have information for Dr. O. Sai Satish, but not their specific role."
2026-01-24T18:03:40.438349,en,jab maine yahan per doctors ka director dala yahan per main bol raha hun yahan per a rahe hain bhai sahab hamare agar main isko yahan se nikal do,Dr. Bheerappa Nagari is the Head of Institute in the Administration department.
2026-01-24T18:03:51.974458,en,cardiology,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T18:04:24.608311,en,yahan per maine dala just pay,I do not have that information.
2026-01-24T18:05:06.706791,en,for banking problems which department should i consult to,I do not have that information.
2026-01-24T18:05:39.227322,en,that particular data kaise,I do not have that information.
2026-01-24T18:06:25.186216,en,for police station complaint,I do not have that information.
2026-01-24T18:06:47.507622,en,i have chest pain which department should i consult you,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T18:07:27.094223,en,i have high blood pressure with department,"The department name is General Medicine, the doctor's name is General Physician, and the address is OPD Block, Ground Floor."
2026-01-24T18:07:59.887129,en,i have high bp,"The department name is Cardiology Unit 1, the doctor's name is Dr. O. Sai Satish, and the address is Ground floor, rooms 2, 4, 6."
2026-01-24T18:08:31.112737,en,can you tell me where is nims hyderabad located,I do not have that information.
2026-01-24T18:09:07.397225,en,this questions about can you tell me where is,I do not have that information.
2026-01-24T18:09:44.206319,te,వేర్ ఇస్ ఫార్మసి డిపార్ట్మెంట్,సమాచారం నా దగ్గర లేదు.
2026-01-24T18:10:03.120721,en,can you tell me where is pharmacy department,"The department name is Pharmacy, the doctor's name is Duty Pharmacist, and the address is Ground Floor, Super Specialty Block, Room No. 13."
2026-01-24T18:10:28.648641,en,can you tell me what are the opd timings in nims hyderabad,I do not have that information.
2026-01-24T18:10:57.801985,en,yamuna river what you have given that whenever a person of water hospital hours it could answer 24 into 7 document,I do not have that information.
2026-01-24T18:11:39.462660,hi,टुमारो इफ आई एम फाइन आई कैन वर्क ओं आईटी ओर नॉट,जानकारी मेरे पास नहीं है।
